years,place,lat,lon,StateCode
1,"NATIONAL PARK MEDICAL CENTER, GARLAND, HOT SPRINGS",34.506487,-93.01941,AR
1,"UNITY HEALTH HARRIS MEDICAL CENTER, JACKSON, NEWPORT",35.586065,-91.24695,AR
1,"SALINE MEMORIAL HOSPITAL, SALINE, BENTON",34.564734,-92.59562,AR
1,"HELENA REGIONAL MEDICAL CENTER, PHILLIPS, HELENA",34.485028,-90.64636,AR
1,"MEDICAL CENTER SOUTH ARKANSAS, UNION, EL DORADO",33.198024,-92.52891,AR
1,"WASHINGTON REGIONAL MED CTR AT NORTH HILLS, WASHINGTON, FAYETTEVILLE",36.107078,-94.11592,AR
1,"ST VINCENT INFIRMARY MEDICAL CENTER, PULASKI, LITTLE ROCK",34.752391,-92.3355,AR
1,"ST VINCENT INFIRMARY MEDICAL CENTER, PULASKI, LITTLE ROCK",34.752391,-92.3355,AR
1,"ST BERNARDS MEDICAL CENTER, CRAIGHEAD, JONESBORO",35.844795,-90.68443,AR
1,"WHITE RIVER MEDICAL CENTER, INDEPENDENCE, BATESVILLE",35.734617,-91.534303,AR
1,"NATIONAL PARK MEDICAL CENTER, GARLAND, HOT SPRINGS",34.506487,-93.01941,AR
1,"ARKANSAS HEART HOSPITAL, LLC, PULASKI, LITTLE ROCK",34.749723,-92.41345,AR
1,"ST VINCENT MEDICAL CENTER/NORTH, PULASKI, SHERWOOD",34.855962,-92.21997,AR
1,"ARKANSAS SURGICAL HOSPITAL, PULASKI, NO LITTLE ROCK",34.813269,-92.30229,AR
1,"WASHINGTON REGIONAL MED CTR AT NORTH HILLS, WASHINGTON, FAYETTEVILLE",36.107078,-94.11592,AR
1,"WADLEY REGIONAL MEDICAL CENTER AT HOPE, HEMPSTEAD, HOPE",33.657969,-93.59486,AR
1,"NORTH LOGAN MERCY HOSPITAL, LOGAN, PARIS",35.293281,-93.72139,AR
1,"RIVER VALLEY MEDICAL CENTER, YELL, DARDANELLE",35.199221,-93.17973,AR
1,"MERCY HOSPITAL TURNER MEMORIAL, FRANKLIN, OZARK",35.549469,-93.81819,AR
1,"EUREKA SPRINGS HOSPITAL, LLC, CARROLL, EUREKA SPRINGS",36.392122,-93.7476,AR
1,"ST EDWARD HEALTH FACILITIES OF SCOTT COUNTY, SCOTT, WALDRON",34.907335,-94.13624,AR
1,"COMMUNITY MEDICAL CENTER IZARD COUNTY, IZARD, CALICO ROCK",36.132092,-92.16638,AR
1,"CROSSRIDGE COMMUNITY HOSPITAL, CROSS, WYNNE",35.229779,-90.83237,AR
1,"MCGEHEE HOSPITAL, DESHA, MCGEHEE",33.628723,-91.38236,AR
1,"LAWRENCE MEMORIAL HOSPITAL, LAWRENCE, WALNUT RIDGE",36.068015,-90.94429,AR
1,"STONE COUNTY MEDICAL CENTER, STONE, MOUNTAIN VIEW",35.863114,-92.11108,AR
1,"HOWARD MEMORIAL HOSPITAL, HOWARD, NASHVILLE",33.985613,-93.85214,AR
1,"BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS, CLEBURNE, HEBER SPRINGS",35.489516,-92.02327,AR
1,"OZARK HEALTH, VAN BUREN, CLINTON",35.586064,-92.48355,AR
1,"DEWITT HOSPITAL & NURSING HOME, INC, ARKANSAS, DE WITT",34.283347,-91.32515,AR
1,"SOUTH MISSISSISSPI COUNTY REGIONAL MEDICAL CENTER, MISSISSIPPI, OSCEOLA",35.696385,-90.02631,AR
1,"DALLAS COUNTY MEDICAL CENTER, DALLAS, FORDYCE",33.834201,-92.43421,AR
1,"MERCY HOSPITAL BOONEVILLE, LOGAN, BOONEVILLE",35.105966,-93.97531,AR
1,"DE QUEEN MEDICAL CENTER, INC, SEVIER, DE QUEEN",34.038226,-94.33597,AR
1,"LITTLE RIVER MEMORIAL HOSPITAL, LITTLE RIVER, ASHDOWN",33.675597,-94.13465,AR
1,"BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA, CLARK, ARKADELPHIA",34.111837,-93.05585,AR
1,"FULTON COUNTY HOSPITAL, FULTON, SALEM",36.359511,-91.83303,AR
1,"ASHLEY COUNTY MEDICAL CENTER, ASHLEY, CROSSETT",33.125032,-91.97037,AR
1,"ST VINCENT MORRILTON, CONWAY, MORRILTON",35.156491,-92.75858,AR
1,"DELTA MEMORIAL HOSPITAL, DESHA, DUMAS",33.900515,-91.50041,AR
1,"BRADLEY COUNTY MEDICAL CENTER, BRADLEY, WARREN",33.608004,-92.08101,AR
1,"CHICOT MEMORIAL MEDICAL CENTER, CHICOT, LAKE VILLAGE",33.351501,-91.27133,AR
1,"MERCY HOSPITAL BERRYVILLE, CARROLL, BERRYVILLE",36.350821,-93.56324,AR
1,"PIGGOTT COMMUNITY HOSPITAL, CLAY, PIGGOTT",36.393325,-90.20277,AR
1,"OZARKS COMMUNITY HOSPITAL OF GRAVETTE, BENTON, GRAVETTE",36.412233,-94.45226,AR
1,"ARKANSAS CHILDREN'S HOSPITAL, PULASKI, LITTLE ROCK",34.739224,-92.27765,AR
1,"ST ROSE HOSPITAL, ALAMEDA, HAYWARD",37.635582,-122.10418,AR
1,"ST JOSEPH HOSPITAL, HUMBOLDT, EUREKA",40.793739,-124.16102,AR
1,"MILLS-PENINSULA MEDICAL CENTER, SAN MATEO, BURLINGAME",37.574936,-122.36332,AR
1,"CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP, SAN FRANCISCO, SAN FRANCISCO",37.770937,-122.44276,AR
1,"QUEEN OF THE VALLEY MEDICAL CENTER, NAPA, NAPA",38.337243,-122.30027,AR
1,"ST HELENA HOSPITAL, NAPA, SAINT HELENA",38.511241,-122.45695,AR
1,"SUTTER AMADOR HOSPITAL, AMADOR, JACKSON",38.359772,-120.75324,AR
1,"MERCY GENERAL HOSPITAL, SACRAMENTO, SACRAMENTO",38.568855,-121.44099,AR
1,"PACIFIC ALLIANCE MEDICAL CENTER, LOS ANGELES, LOS ANGELES",34.061611,-118.23944,AR
1,"GLENDALE MEM HOSPITAL & HLTH CENTER, LOS ANGELES, GLENDALE",34.135259,-118.25948,AR
1,"COMMUNITY REGIONAL MEDICAL CENTER, FRESNO, FRESNO",36.746375,-119.639658,AR
1,"HOLLYWOOD PRESBYTERIAN MEDICAL CENTER, LOS ANGELES, LOS ANGELES",34.111208,-118.28842,AR
1,"OAK VALLEY DISTRICT HOSPITAL, STANISLAUS, OAKDALE",37.776528,-120.84756,AR
1,"KAISER FOUNDATION HOSPITAL AND REHAB CENTER, SOLANO, VALLEJO",38.152068,-122.25074,AR
1,"PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER, RIVERSIDE, RIVERSIDE",33.91355,-117.46052,AR
1,"WHITE MEMORIAL MEDICAL CENTER, LOS ANGELES, LOS ANGELES",34.050411,-118.21195,AR
1,"SAINT FRANCIS MEDICAL CENTER, LOS ANGELES, LYNWOOD",33.924642,-118.20186,AR
1,"MARIAN REGIONAL MEDICAL CENTER, SANTA BARBARA, SANTA MARIA",34.900809,-120.34876,AR
1,"SUTTER GENERAL HOSPITAL, SACRAMENTO, SACRAMENTO",38.571661,-121.46827,AR
1,"LOMPOC VALLEY MEDICAL CENTER, SANTA BARBARA, LOMPOC",34.639682,-120.4471,AR
1,"SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL, LOS ANGELES, SANTA MONICA",34.026959,-118.47432,AR
1,"SAN MATEO MEDICAL CENTER, SAN MATEO, SAN MATEO",37.539686,-122.30266,AR
1,"PALOMAR HEALTH DOWNTOWN CAMPUS, SAN DIEGO, ESCONDIDO",33.106862,-117.07077,AR
1,"NORTHRIDGE HOSPITAL MEDICAL CENTER, LOS ANGELES, NORTHRIDGE",34.235055,-118.51766,AR
1,"DOCTORS HOSPITAL OF MANTECA, SAN JOAQUIN, MANTECA",37.812815,-121.21416,CA
1,"ADVENTIST MEDICAL CENTER, KINGS, HANFORD",36.327063,-119.6451,CA
1,"DAMERON HOSPITAL, SAN JOAQUIN, STOCKTON",37.954823,-121.30735,CA
1,"USC VERDUGO HILLS HOSPITAL, LOS ANGELES, GLENDALE",33.786594,-118.298662,CA
1,"REGIONAL MEDICAL CENTER OF SAN JOSE, SANTA CLARA, SAN JOSE",37.34964,-121.8544,CA
